CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L36271DL2008PTC465646,MANUFACTURING SERVICES PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,09/05/2008,20421979,2188190,Strike Off,MANUFACTURING (CHEMICALS),"D-404, Link Road, Andheri, Delhi - 496845",ROC-DELHI
L62553DL2017OPC421294,TEXTILES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,07/11/2017,41066992,4466388,Strike Off,WHOLESALE TRADE,"D-404, Link Road, Andheri, Delhi - 402820",ROC-DELHI
U58823DL2000PLC114732,PHARMA EXPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,21/08/2000,27760320,17969571,Under Liquidation,MANUFACTURING (TEXTILES),"B-202, MG Road, Whitefield, Delhi - 477733",ROC-DELHI
U93867DL2019PTC830202,IMPORTS FOODS LIMITED,Public,Company limited by shares,Non-govt company,01/02/2019,10975233,1260285,Active,WHOLESALE TRADE,"B-202, MG Road, Andheri, Delhi - 490780",ROC-DELHI
U99401DL2004PTC186216,INDIA INDUSTRIES PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,10/05/2004,30567743,6341803,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Link Road, Borivali, Delhi - 435258",ROC-DELHI
U82043DL2023PTC192880,CORPORATIONS REALTY MANUFACTURING PRIVATE LIMITED,Private,Company limited by shares,State Govt company,27/04/2023,22684142,12546834,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Anna Salai, Adyar, Delhi - 502336",ROC-DELHI
U56698DL2019PLC452526,CHEMICALS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,07/10/2019,6237116,24372088,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"A-101, Anna Salai, Whitefield, Delhi - 541916",ROC-DELHI
U33249DL2008PTC402560,REALTY OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,23/10/2008,37343331,18265609,Strike Off,MANUFACTURING (FOOD PRODUCTS),"D-404, Brigade Road, Satellite, Delhi - 469960",ROC-DELHI
L49846DL2008OPC199658,CAPITAL CHEMICALS LIMITED,One Person Company,Company limited by guarantee,State Govt company,21/05/2008,40487935,20722947,Strike Off,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Adyar, Delhi - 460453",ROC-DELHI
U35806DL2018OPC585244,TRADING CONSULTANCY SYSTEMS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,31/08/2018,35676693,12076827,Strike Off,EDUCATION,"D-404, Park Street, Adyar, Delhi - 476434",ROC-DELHI
U15614DL2005OPC413817,INNOVATIONS INDIA EXPORTS LIMITED,One Person Company,Company limited by shares,State Govt company,19/08/2005,11981496,9001343,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Borivali, Delhi - 479573",ROC-DELHI
U68188DL2011OPC436534,FOODS LIMITED,Public,Company limited by shares,State Govt company,27/04/2011,28680896,24305792,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"B-202, MG Road, Satellite, Delhi - 400516",ROC-DELHI
L84922DL2004OPC313224,SERVICES TECHNOLOGIES LIMITED,Private,Company limited by guarantee,Non-govt company,02/07/2004,3368071,8028349,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Link Road, Satellite, Delhi - 455644",ROC-DELHI
L61761DL2004PLC565870,INDIA ENTERPRISES OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,28/03/2004,6915927,18014178,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"C-303, Anna Salai, Borivali, Delhi - 443743",ROC-DELHI
L64497DL2008PLC712127,INDUSTRIES EXPORTS INVESTMENTS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,26/05/2008,24350413,21046182,Under Liquidation,EDUCATION,"D-404, Brigade Road, Andheri, Delhi - 501272",ROC-DELHI
L14004DL2013PTC695701,VENTURES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,10/03/2013,18457946,9814925,Strike Off,MANUFACTURING (TEXTILES),"B-202, Link Road, Adyar, Delhi - 488447",ROC-DELHI
U11444DL2011OPC822336,SOLUTIONS IMPORTS LIMITED,Public,Unlimited Company,State Govt company,20/03/2011,40871639,1045807,Active,MANUFACTURING (CHEMICALS),"C-303, Link Road, Satellite, Delhi - 501988",ROC-DELHI
U41000DL2004PLC649624,EDUCATION SOLUTIONS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,26/10/2004,42615881,22125611,Dissolved,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Andheri, Delhi - 441472",ROC-DELHI
L95959DL2008PTC532704,TEXTILES INDIA OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,13/04/2008,45882884,3010871,Active,EDUCATION,"A-101, MG Road, Satellite, Delhi - 448413",ROC-DELHI
L91708DL2022PTC603303,FINANCE MANUFACTURING OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,11/03/2022,14549503,10734968,Active,MANUFACTURING (TEXTILES),"B-202, MG Road, Whitefield, Delhi - 425332",ROC-DELHI
U42807DL2002OPC271488,TEXTILES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,13/03/2002,12247262,8816311,Dissolved,MANUFACTURING (FOOD PRODUCTS),"E-505, Brigade Road, Borivali, Delhi - 497043",ROC-DELHI
L76033DL2020OPC576642,CORPORATIONS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,11/07/2020,41514495,1407908,Active,MANUFACTURING (FOOD PRODUCTS),"C-303, Link Road, Andheri, Delhi - 489125",ROC-DELHI
L51398DL2001PLC947455,ENTERPRISES TECHNOLOGIES FOODS LIMITED,Public,Company limited by shares,State Govt company,14/07/2001,47489139,1420103,Active,INFORMATION SERVICE ACTIVITIES,"B-202, MG Road, Andheri, Delhi - 415547",ROC-DELHI
U49277DL2018PLC385049,VENTURES PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,19/04/2018,48192609,17974009,Strike Off,REAL ESTATE ACTIVITIES,"A-101, Park Street, Satellite, Delhi - 458660",ROC-DELHI
U47668DL2003PLC302686,INTERNATIONAL OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,31/03/2003,13900994,11612389,Dissolved,EDUCATION,"B-202, Anna Salai, Whitefield, Delhi - 553466",ROC-DELHI
L61204DL2015OPC434952,CAPITAL PRIVATE LIMITED,Private,Company limited by shares,State Govt company,03/01/2015,4889242,18765558,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"B-202, Link Road, Andheri, Delhi - 452150",ROC-DELHI
U33849DL2023OPC777387,INTERNATIONAL PHARMA VENTURES LIMITED,Public,Unlimited Company,Non-govt company,12/09/2023,47085181,9870692,Dissolved,COMPUTER PROGRAMMING,"A-101, Anna Salai, Borivali, Delhi - 550102",ROC-DELHI
U73208DL2014PTC528158,TECHNOLOGIES CONSULTANCY MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,05/04/2014,35828155,13089493,Amalgamated,EDUCATION,"A-101, Link Road, Adyar, Delhi - 481324",ROC-DELHI
L56881DL2015OPC962497,IMPORTS GLOBAL PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,05/08/2015,14000196,3881651,Dissolved,EDUCATION,"A-101, Park Street, Borivali, Delhi - 421122",ROC-DELHI
L78011DL2016PTC781279,REALTY FINANCE LIMITED,One Person Company,Unlimited Company,Non-govt company,29/09/2016,32349280,20694736,Active,ACCOMMODATION AND FOOD SERVICE,"C-303, Anna Salai, Satellite, Delhi - 456706",ROC-DELHI
U74363DL2000OPC745719,TRADING OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,28/12/2000,4579757,13760782,Strike Off,ACCOMMODATION AND FOOD SERVICE,"B-202, Brigade Road, Satellite, Delhi - 416519",ROC-DELHI
L84786DL2000PTC404605,FOODS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,11/07/2000,11277294,8874404,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"D-404, MG Road, Adyar, Delhi - 458043",ROC-DELHI
U57253DL2003PTC973310,INDIA OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,24/06/2003,5675787,7112576,Under Liquidation,RETAIL TRADE,"E-505, Brigade Road, Adyar, Delhi - 430022",ROC-DELHI
L25889DL2018PTC329905,FOODS VENTURES REALTY OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,17/05/2018,29184600,13000217,Active,INFORMATION SERVICE ACTIVITIES,"E-505, MG Road, Whitefield, Delhi - 424060",ROC-DELHI
L42194DL2021PTC250654,TECH TECHNOLOGIES LIMITED,One Person Company,Unlimited Company,Non-govt company,10/11/2021,28625877,9780944,Amalgamated,CONSTRUCTION,"B-202, MG Road, Borivali, Delhi - 470374",ROC-DELHI
L71089DL2016PTC108264,SOLUTIONS PRIVATE LIMITED,Public,Company limited by shares,State Govt company,15/08/2016,28742627,1096439,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Park Street, Adyar, Delhi - 558668",ROC-DELHI
U98301DL2020PTC316169,REALTY SERVICES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,19/03/2020,28089486,22943504,Active,MANUFACTURING (FOOD PRODUCTS),"D-404, MG Road, Satellite, Delhi - 556529",ROC-DELHI
L91468DL2001PTC864203,REALTY OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,05/01/2001,30366291,12739396,Strike Off,CONSTRUCTION,"D-404, Anna Salai, Adyar, Delhi - 413768",ROC-DELHI
U48030DL2013PTC799641,MANUFACTURING FINANCE LIMITED,One Person Company,Company limited by shares,Non-govt company,21/08/2013,5222424,24458251,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"C-303, Link Road, Satellite, Delhi - 526868",ROC-DELHI
U32971DL2005PTC457719,MANUFACTURING OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,06/09/2005,35509206,1108032,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Brigade Road, Borivali, Delhi - 497692",ROC-DELHI
L52265DL2004OPC705438,INDUSTRIES INTERNATIONAL PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,07/10/2004,1287575,5032700,Strike Off,REAL ESTATE ACTIVITIES,"A-101, Brigade Road, Borivali, Delhi - 443285",ROC-DELHI
L47661DL2003PLC979530,EDUCATION INVESTMENTS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,03/05/2003,27057640,1942083,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"D-404, Anna Salai, Adyar, Delhi - 483486",ROC-DELHI
U13761DL2017OPC565714,CONSTRUCTIONS CONSULTANCY LIMITED,One Person Company,Company limited by guarantee,State Govt company,20/12/2017,37608928,18884785,Active,FINANCIAL SERVICE ACTIVITIES,"A-101, Anna Salai, Borivali, Delhi - 525117",ROC-DELHI
U90947DL2007PLC236963,PHARMA LIMITED,Private,Unlimited Company,State Govt company,12/05/2007,6616435,11044766,Amalgamated,REAL ESTATE ACTIVITIES,"C-303, Link Road, Borivali, Delhi - 553949",ROC-DELHI
L30001DL2001OPC209829,PHARMA TRADING OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,16/09/2001,18815267,20803812,Dissolved,EDUCATION,"D-404, Brigade Road, Satellite, Delhi - 484165",ROC-DELHI
U19021DL2013PTC465098,TEXTILES LIMITED,One Person Company,Company limited by shares,State Govt company,29/05/2013,5272775,24514035,Dissolved,CONSTRUCTION,"E-505, Brigade Road, Andheri, Delhi - 421370",ROC-DELHI
U15213DL2019OPC565456,CONSULTANCY TECH INDUSTRIES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,27/08/2019,14784464,12126089,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, MG Road, Andheri, Delhi - 559674",ROC-DELHI
U62314DL2004PLC597291,SERVICES CHEMICALS LIMITED,Public,Company limited by guarantee,State Govt company,31/10/2004,28305149,3888852,Active,CONSTRUCTION,"A-101, Park Street, Satellite, Delhi - 439895",ROC-DELHI
U68799DL2014PTC994090,FOODS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,23/12/2014,16162762,14548949,Active,MANUFACTURING (TEXTILES),"E-505, Anna Salai, Satellite, Delhi - 454823",ROC-DELHI
U35430DL2005OPC775612,CORPORATIONS SERVICES HEALTHCARE PRIVATE LIMITED,Public,Unlimited Company,State Govt company,06/01/2005,47370595,20054828,Amalgamated,REAL ESTATE ACTIVITIES,"D-404, Park Street, Borivali, Delhi - 400691",ROC-DELHI
U82991DL2012PTC936692,HEALTHCARE OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,14/06/2012,32662751,3277169,Active,ACCOMMODATION AND FOOD SERVICE,"C-303, Link Road, Whitefield, Delhi - 471403",ROC-DELHI
L45407DL2015OPC224901,ENTERPRISES INDIA PRIVATE LIMITED,Private,Unlimited Company,State Govt company,14/04/2015,1050525,17912423,Active,WHOLESALE TRADE,"E-505, Link Road, Borivali, Delhi - 420490",ROC-DELHI
L83471DL2018PLC195608,IMPORTS ENTERPRISES PRIVATE LIMITED,Private,Company limited by shares,State Govt company,12/01/2018,4290134,23502760,Amalgamated,COMPUTER PROGRAMMING,"D-404, Park Street, Borivali, Delhi - 471076",ROC-DELHI
L92798DL2023OPC578953,TEXTILES REALTY VENTURES LIMITED,Private,Company limited by guarantee,State Govt company,19/01/2023,47547454,7798251,Dissolved,ACCOMMODATION AND FOOD SERVICE,"B-202, Brigade Road, Andheri, Delhi - 494056",ROC-DELHI
L28818DL2024OPC149622,PHARMA TECHNOLOGIES LIMITED,Private,Company limited by shares,Non-govt company,23/08/2024,491711,22205237,Strike Off,MANUFACTURING (CHEMICALS),"E-505, MG Road, Satellite, Delhi - 415584",ROC-DELHI
L57718DL2017PLC299764,CAPITAL PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,04/06/2017,3534216,7869773,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Anna Salai, Adyar, Delhi - 537792",ROC-DELHI
U12572DL2022PLC170708,VENTURES EDUCATION OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,08/10/2022,41566715,15254039,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"C-303, MG Road, Andheri, Delhi - 426809",ROC-DELHI
U72056DL2005PLC705008,INVESTMENTS IMPORTS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,10/03/2005,35214792,14493018,Dissolved,MANUFACTURING (TEXTILES),"C-303, Park Street, Adyar, Delhi - 551225",ROC-DELHI
U71934DL2020PTC208966,MANUFACTURING SYSTEMS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,28/06/2020,378011,12094419,Strike Off,FINANCIAL SERVICE ACTIVITIES,"C-303, Park Street, Whitefield, Delhi - 434497",ROC-DELHI
L76712DL2006PTC934845,EXPORTS DEVELOPERS INTERNATIONAL PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,18/11/2006,40474383,11660195,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Link Road, Whitefield, Delhi - 481523",ROC-DELHI
L95426DL2000PLC925789,REALTY FOODS SERVICES OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,26/08/2000,48640382,7639514,Amalgamated,COMPUTER PROGRAMMING,"B-202, Link Road, Andheri, Delhi - 543232",ROC-DELHI
U28154DL2008PTC277691,ENTERPRISES LIMITED,Private,Unlimited Company,Non-govt company,28/09/2008,10397736,6212164,Strike Off,RETAIL TRADE,"E-505, MG Road, Satellite, Delhi - 547496",ROC-DELHI
U90529DL2002OPC487562,SYSTEMS INDIA PHARMA PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,24/09/2002,49404896,22103291,Active,HUMAN HEALTH AND SOCIAL WORK,"C-303, Anna Salai, Adyar, Delhi - 518610",ROC-DELHI
L87316DL2001OPC750967,GLOBAL PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,05/03/2001,44685063,1349108,Amalgamated,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Satellite, Delhi - 550046",ROC-DELHI
U89439DL2007PTC510560,CHEMICALS LIMITED,Private,Company limited by shares,Non-govt company,29/06/2007,36468996,4254955,Active,RETAIL TRADE,"A-101, MG Road, Satellite, Delhi - 444652",ROC-DELHI
U40974DL2013PLC861458,INVESTMENTS EXPORTS LIMITED,Private,Company limited by shares,Non-govt company,01/09/2013,27048350,19222028,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"C-303, Park Street, Adyar, Delhi - 403035",ROC-DELHI
L79733DL2002PLC578031,EDUCATION OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,05/06/2002,5860590,10425536,Dissolved,EDUCATION,"A-101, Park Street, Satellite, Delhi - 520211",ROC-DELHI
L18714DL2006PLC791923,SYSTEMS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,24/02/2006,10875344,9861567,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"E-505, Brigade Road, Borivali, Delhi - 454394",ROC-DELHI
L15124DL2015OPC513223,REALTY ENTERPRISES EDUCATION PRIVATE LIMITED,Private,Company limited by shares,State Govt company,17/03/2015,34740296,22008863,Strike Off,INFORMATION SERVICE ACTIVITIES,"D-404, Park Street, Borivali, Delhi - 504658",ROC-DELHI
L69758DL2003PTC708307,PHARMA OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,04/04/2003,4307095,6321551,Strike Off,ACCOMMODATION AND FOOD SERVICE,"C-303, Link Road, Adyar, Delhi - 400113",ROC-DELHI
U15869DL2004PTC496629,CONSULTANCY PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,28/08/2004,11111225,6146244,Strike Off,MANUFACTURING (TEXTILES),"D-404, Brigade Road, Adyar, Delhi - 475032",ROC-DELHI
U72861DL2008OPC886465,PHARMA PRIVATE LIMITED,Public,Unlimited Company,State Govt company,19/06/2008,29396639,9777401,Dissolved,REAL ESTATE ACTIVITIES,"B-202, Link Road, Borivali, Delhi - 546178",ROC-DELHI
L97276DL2016OPC642476,CORPORATIONS PHARMA LIMITED,Private,Company limited by shares,State Govt company,16/07/2016,24079796,16270701,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"B-202, MG Road, Andheri, Delhi - 464635",ROC-DELHI
U54990DL2009PLC381553,INVESTMENTS INTERNATIONAL CONSULTANCY OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,07/05/2009,39375072,1325247,Active,MANUFACTURING (CHEMICALS),"A-101, Brigade Road, Whitefield, Delhi - 486847",ROC-DELHI
U55499DL2009PTC486925,TRADING PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,16/01/2009,10094679,7224374,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Anna Salai, Satellite, Delhi - 476467",ROC-DELHI
U47700DL2010OPC448872,CAPITAL INNOVATIONS VENTURES OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,29/06/2010,7424354,17211366,Dissolved,CONSTRUCTION,"E-505, Anna Salai, Satellite, Delhi - 553552",ROC-DELHI
U86743DL2018PLC599945,TECHNOLOGIES PHARMA OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,16/02/2018,3932371,6136312,Active,EDUCATION,"B-202, MG Road, Whitefield, Delhi - 539131",ROC-DELHI
L90469DL2021OPC655721,CORPORATIONS REALTY OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,26/10/2021,20052287,22866130,Active,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Satellite, Delhi - 405094",ROC-DELHI
L82289DL2001PTC598561,VENTURES FINANCE PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,23/07/2001,15167391,11708690,Strike Off,FINANCIAL SERVICE ACTIVITIES,"C-303, Brigade Road, Satellite, Delhi - 553437",ROC-DELHI
L11218DL2012PTC430046,MANUFACTURING IMPORTS LIMITED,Private,Company limited by shares,State Govt company,10/03/2012,11169683,10829131,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"C-303, MG Road, Andheri, Delhi - 491436",ROC-DELHI
U43617DL2010PLC616299,TEXTILES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,26/04/2010,4860708,12953674,Dissolved,INFORMATION SERVICE ACTIVITIES,"D-404, Park Street, Adyar, Delhi - 419021",ROC-DELHI
U91948DL2003OPC890050,TECHNOLOGIES CORPORATIONS LIMITED,Private,Unlimited Company,State Govt company,03/10/2003,31189585,1387066,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"C-303, Link Road, Adyar, Delhi - 457243",ROC-DELHI
U47745DL2015OPC876958,SERVICES CAPITAL OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,16/02/2015,42675415,7755020,Amalgamated,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Adyar, Delhi - 518256",ROC-DELHI
L76395DL2016PLC718958,INDIA IMPORTS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,07/04/2016,49475738,3177793,Under Liquidation,REAL ESTATE ACTIVITIES,"B-202, Link Road, Andheri, Delhi - 512147",ROC-DELHI
L56886DL2009PTC206712,CONSULTANCY INTERNATIONAL LIMITED,One Person Company,Company limited by shares,State Govt company,14/03/2009,1000378,5344003,Strike Off,WHOLESALE TRADE,"E-505, Link Road, Adyar, Delhi - 420380",ROC-DELHI
U72702DL2023PLC116335,GLOBAL CHEMICALS FINANCE PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,27/02/2023,404031,11707315,Dissolved,INFORMATION SERVICE ACTIVITIES,"D-404, Link Road, Adyar, Delhi - 472405",ROC-DELHI
U41627DL2021PTC106399,INNOVATIONS CONSULTANCY EXPORTS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,12/01/2021,23853326,5009891,Amalgamated,COMPUTER PROGRAMMING,"C-303, Link Road, Adyar, Delhi - 495620",ROC-DELHI
U61117DL2017OPC873312,MANUFACTURING SYSTEMS ENTERPRISES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,26/10/2017,8023717,21765324,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"B-202, Anna Salai, Borivali, Delhi - 528003",ROC-DELHI
U40553DL2002PTC100536,VENTURES DEVELOPERS GLOBAL LIMITED,One Person Company,Company limited by shares,Non-govt company,01/12/2002,33241420,4495917,Active,HUMAN HEALTH AND SOCIAL WORK,"D-404, MG Road, Borivali, Delhi - 407414",ROC-DELHI
U32316DL2001PTC716415,TECHNOLOGIES LIMITED,Private,Company limited by guarantee,Non-govt company,30/05/2001,28722064,8876811,Dissolved,CONSTRUCTION,"E-505, Park Street, Andheri, Delhi - 501927",ROC-DELHI
