CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L10228TN2013PLC807465,TRADING EXPORTS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,03/11/2013,27172930,13507662,Active,WHOLESALE TRADE,"B-202, Park Street, Satellite, Tamil Nadu - 426646",ROC-CHENNAI
U93974TN2005PLC871654,VENTURES OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,07/07/2005,19958455,1698500,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Adyar, Tamil Nadu - 549459",ROC-CHENNAI
L82236TN2024PTC857962,HEALTHCARE OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,18/07/2024,44998008,20695677,Strike Off,ACCOMMODATION AND FOOD SERVICE,"C-303, Park Street, Satellite, Tamil Nadu - 494365",ROC-CHENNAI
L80454TN2014OPC704748,EDUCATION OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,21/12/2014,11291633,1339138,Dissolved,MANUFACTURING (FOOD PRODUCTS),"E-505, Link Road, Satellite, Tamil Nadu - 483298",ROC-CHENNAI
U11245TN2021PTC979144,FINANCE OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,12/09/2021,14222379,20593470,Amalgamated,CONSTRUCTION,"B-202, MG Road, Whitefield, Tamil Nadu - 539365",ROC-CHENNAI
L17879TN2007PTC874023,SOLUTIONS VENTURES OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,03/07/2007,38986326,2854716,Strike Off,MANUFACTURING (TEXTILES),"E-505, Brigade Road, Borivali, Tamil Nadu - 443369",ROC-CHENNAI
U23575TN2001PLC474469,VENTURES INNOVATIONS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,26/05/2001,13859721,1991317,Strike Off,WHOLESALE TRADE,"A-101, MG Road, Adyar, Tamil Nadu - 515583",ROC-CHENNAI
U71495TN2024PLC261665,TECHNOLOGIES REALTY PRIVATE LIMITED,Private,Company limited by shares,State Govt company,02/02/2024,7185594,12452039,Strike Off,RETAIL TRADE,"D-404, MG Road, Borivali, Tamil Nadu - 459541",ROC-CHENNAI
U54029TN2013OPC404706,TECH OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,10/05/2013,7801064,23140117,Amalgamated,WHOLESALE TRADE,"C-303, Anna Salai, Andheri, Tamil Nadu - 489957",ROC-CHENNAI
U70355TN2016PLC323185,CORPORATIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,29/02/2016,32438726,3404643,Amalgamated,MANUFACTURING (CHEMICALS),"C-303, Brigade Road, Satellite, Tamil Nadu - 472843",ROC-CHENNAI
U10792TN2022OPC437783,TEXTILES FOODS IMPORTS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,15/11/2022,32029719,6305554,Strike Off,INFORMATION SERVICE ACTIVITIES,"E-505, Link Road, Whitefield, Tamil Nadu - 433454",ROC-CHENNAI
U43252TN2020PLC336616,TRADING CONSTRUCTIONS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,30/08/2020,20680264,8354047,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Andheri, Tamil Nadu - 530757",ROC-CHENNAI
L30918TN2014PTC509003,HEALTHCARE TECH PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,15/11/2014,10855461,19784144,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Whitefield, Tamil Nadu - 514260",ROC-CHENNAI
U29913TN2010PTC773023,INTERNATIONAL SOLUTIONS GLOBAL LIMITED,One Person Company,Unlimited Company,State Govt company,01/08/2010,22411208,12798751,Active,HUMAN HEALTH AND SOCIAL WORK,"C-303, Link Road, Whitefield, Tamil Nadu - 504908",ROC-CHENNAI
U39009TN2017PTC521152,INDUSTRIES ENTERPRISES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,08/01/2017,31567679,14741738,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, MG Road, Borivali, Tamil Nadu - 403939",ROC-CHENNAI
U63995TN2001OPC495606,FINANCE EDUCATION LIMITED,One Person Company,Unlimited Company,State Govt company,25/12/2001,41289410,2365480,Active,FINANCIAL SERVICE ACTIVITIES,"D-404, Anna Salai, Adyar, Tamil Nadu - 533611",ROC-CHENNAI
U30832TN2016OPC462020,INNOVATIONS GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,26/07/2016,30742337,13656511,Active,FINANCIAL SERVICE ACTIVITIES,"D-404, Brigade Road, Borivali, Tamil Nadu - 450588",ROC-CHENNAI
U62094TN2024PTC676539,PHARMA OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,08/09/2024,11714216,6343831,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"C-303, Anna Salai, Borivali, Tamil Nadu - 543285",ROC-CHENNAI
U61497TN2016PTC647529,INTERNATIONAL IMPORTS FINANCE LIMITED,Private,Company limited by shares,Non-govt company,25/09/2016,31152283,4260023,Active,ACCOMMODATION AND FOOD SERVICE,"A-101, Park Street, Andheri, Tamil Nadu - 434205",ROC-CHENNAI
L46481TN2011OPC739597,CORPORATIONS EDUCATION PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,16/12/2011,48294981,11532297,Amalgamated,REAL ESTATE ACTIVITIES,"B-202, Anna Salai, Borivali, Tamil Nadu - 506813",ROC-CHENNAI
U76611TN2008PLC913046,CAPITAL EDUCATION PRIVATE LIMITED,Public,Company limited by shares,State Govt company,07/11/2008,27674884,23965158,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"D-404, MG Road, Adyar, Tamil Nadu - 465080",ROC-CHENNAI
L27229TN2024OPC411327,TEXTILES PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,04/07/2024,32845416,11772205,Strike Off,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Adyar, Tamil Nadu - 475256",ROC-CHENNAI
U87712TN2006PTC503338,GLOBAL CONSTRUCTIONS TECHNOLOGIES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,26/05/2006,186037,11962822,Dissolved,EDUCATION,"B-202, Brigade Road, Borivali, Tamil Nadu - 438607",ROC-CHENNAI
L66639TN2016PTC524482,CONSULTANCY EXPORTS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,04/04/2016,31254210,2914178,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Park Street, Adyar, Tamil Nadu - 535742",ROC-CHENNAI
U77529TN2024OPC439305,MANUFACTURING PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,02/04/2024,44068876,18987631,Under Liquidation,WHOLESALE TRADE,"A-101, Link Road, Adyar, Tamil Nadu - 494682",ROC-CHENNAI
L21634TN2008PLC206749,REALTY OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,13/06/2008,1303361,1922544,Under Liquidation,MANUFACTURING (CHEMICALS),"B-202, Brigade Road, Whitefield, Tamil Nadu - 527650",ROC-CHENNAI
U88830TN2017PLC236283,VENTURES ENTERPRISES SYSTEMS LIMITED,Public,Company limited by shares,State Govt company,23/02/2017,27434611,10280230,Strike Off,RETAIL TRADE,"B-202, Link Road, Satellite, Tamil Nadu - 400411",ROC-CHENNAI
L94116TN2000OPC564545,INDUSTRIES LIMITED,One Person Company,Company limited by shares,State Govt company,09/05/2000,8462448,3586509,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Link Road, Borivali, Tamil Nadu - 521088",ROC-CHENNAI
U46684TN2006PLC649233,MANUFACTURING LIMITED,One Person Company,Unlimited Company,Non-govt company,29/12/2006,19790733,5741889,Strike Off,WHOLESALE TRADE,"C-303, MG Road, Andheri, Tamil Nadu - 524214",ROC-CHENNAI
L90394TN2000PLC742436,SOLUTIONS SYSTEMS GLOBAL OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,06/05/2000,4457783,21042356,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Link Road, Adyar, Tamil Nadu - 473034",ROC-CHENNAI
L12297TN2024OPC447247,TEXTILES ENTERPRISES GLOBAL LIMITED,One Person Company,Unlimited Company,Non-govt company,16/04/2024,17668487,5439479,Strike Off,COMPUTER PROGRAMMING,"D-404, MG Road, Borivali, Tamil Nadu - 412204",ROC-CHENNAI
U74883TN2008PTC213478,INTERNATIONAL CORPORATIONS PHARMA PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,02/01/2008,46797733,10987492,Strike Off,ACCOMMODATION AND FOOD SERVICE,"E-505, Brigade Road, Adyar, Tamil Nadu - 449188",ROC-CHENNAI
U62575TN2020OPC617153,INTERNATIONAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,24/11/2020,6201554,22750336,Dissolved,FINANCIAL SERVICE ACTIVITIES,"A-101, Park Street, Andheri, Tamil Nadu - 516109",ROC-CHENNAI
L11832TN2013OPC466844,TRADING VENTURES PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,24/02/2013,47523369,5288884,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"D-404, Link Road, Satellite, Tamil Nadu - 555094",ROC-CHENNAI
U88017TN2011PLC821610,ENTERPRISES PHARMA OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,24/02/2011,45164920,2177624,Amalgamated,RETAIL TRADE,"B-202, Link Road, Satellite, Tamil Nadu - 499292",ROC-CHENNAI
U26707TN2011PLC608335,VENTURES INVESTMENTS TECHNOLOGIES OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,28/08/2011,25030025,22374733,Active,FINANCIAL SERVICE ACTIVITIES,"C-303, MG Road, Adyar, Tamil Nadu - 546641",ROC-CHENNAI
L15199TN2007PLC593814,TECHNOLOGIES HEALTHCARE LIMITED,Private,Company limited by guarantee,Non-govt company,05/11/2007,11326489,1851190,Active,RETAIL TRADE,"A-101, Park Street, Adyar, Tamil Nadu - 547507",ROC-CHENNAI
U22500TN2001PTC262950,TEXTILES INDUSTRIES CONSTRUCTIONS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,06/10/2001,15044025,20263787,Active,CONSTRUCTION,"E-505, Anna Salai, Whitefield, Tamil Nadu - 434072",ROC-CHENNAI
L80105TN2018PLC164883,FINANCE INDUSTRIES SERVICES LIMITED,One Person Company,Company limited by shares,Non-govt company,19/09/2018,525412,24651078,Under Liquidation,RETAIL TRADE,"E-505, MG Road, Andheri, Tamil Nadu - 420243",ROC-CHENNAI
U47993TN2023PTC331739,VENTURES LIMITED,One Person Company,Unlimited Company,Non-govt company,23/12/2023,37306381,7442286,Amalgamated,CONSTRUCTION,"C-303, Anna Salai, Whitefield, Tamil Nadu - 425190",ROC-CHENNAI
L60711TN2022PTC954044,PHARMA CONSTRUCTIONS INDUSTRIES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,30/04/2022,9023501,24698018,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Park Street, Whitefield, Tamil Nadu - 467389",ROC-CHENNAI
L47227TN2008PTC914461,FINANCE PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,18/10/2008,10869318,16041195,Under Liquidation,COMPUTER PROGRAMMING,"E-505, Brigade Road, Andheri, Tamil Nadu - 484138",ROC-CHENNAI
U71608TN2018PTC806625,TECHNOLOGIES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,26/10/2018,17128240,19735451,Strike Off,MANUFACTURING (TEXTILES),"D-404, Anna Salai, Adyar, Tamil Nadu - 460712",ROC-CHENNAI
L59961TN2021PLC407853,INDIA GLOBAL OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,28/08/2021,15659923,779672,Active,MANUFACTURING (CHEMICALS),"A-101, Anna Salai, Adyar, Tamil Nadu - 457052",ROC-CHENNAI
L28146TN2012OPC965649,TECH PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,02/09/2012,37203587,13810850,Strike Off,FINANCIAL SERVICE ACTIVITIES,"D-404, Anna Salai, Borivali, Tamil Nadu - 535891",ROC-CHENNAI
U29842TN2002OPC102122,FINANCE CORPORATIONS TRADING OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,28/12/2002,20741090,24232466,Active,MANUFACTURING (CHEMICALS),"A-101, Park Street, Borivali, Tamil Nadu - 422113",ROC-CHENNAI
U14685TN2003PLC861386,DEVELOPERS VENTURES GLOBAL PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,12/10/2003,10506848,13509652,Amalgamated,MANUFACTURING (CHEMICALS),"E-505, MG Road, Adyar, Tamil Nadu - 504214",ROC-CHENNAI
L46873TN2007PTC912734,INDUSTRIES IMPORTS LIMITED,One Person Company,Company limited by guarantee,State Govt company,09/04/2007,385389,5451953,Amalgamated,EDUCATION,"C-303, MG Road, Borivali, Tamil Nadu - 528196",ROC-CHENNAI
U19360TN2019PTC334584,FOODS LIMITED,Private,Unlimited Company,Non-govt company,02/09/2019,27741330,6790373,Strike Off,MANUFACTURING (FOOD PRODUCTS),"B-202, MG Road, Adyar, Tamil Nadu - 504132",ROC-CHENNAI
U53218TN2015PLC566038,SYSTEMS SERVICES TECHNOLOGIES OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,16/02/2015,13787393,20334342,Amalgamated,WHOLESALE TRADE,"C-303, Anna Salai, Andheri, Tamil Nadu - 402934",ROC-CHENNAI
L59577TN2002PLC880384,SOLUTIONS LIMITED,Private,Company limited by shares,Non-govt company,08/09/2002,40607304,10264509,Dissolved,EDUCATION,"A-101, MG Road, Whitefield, Tamil Nadu - 509963",ROC-CHENNAI
U32096TN2014OPC479604,INVESTMENTS DEVELOPERS INDIA LIMITED,Private,Company limited by guarantee,Non-govt company,19/02/2014,10229812,4416023,Dissolved,ACCOMMODATION AND FOOD SERVICE,"A-101, Link Road, Satellite, Tamil Nadu - 414077",ROC-CHENNAI
L63250TN2005OPC909853,CONSULTANCY PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,17/08/2005,29203834,3943122,Active,WHOLESALE TRADE,"E-505, MG Road, Satellite, Tamil Nadu - 453719",ROC-CHENNAI
L52486TN2007PLC913801,CORPORATIONS PHARMA FINANCE OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,14/05/2007,17775229,18003149,Active,COMPUTER PROGRAMMING,"E-505, Anna Salai, Satellite, Tamil Nadu - 457246",ROC-CHENNAI
U27185TN2022PTC882066,TRADING TECHNOLOGIES TEXTILES LIMITED,One Person Company,Company limited by shares,State Govt company,13/01/2022,9679141,14052055,Under Liquidation,RETAIL TRADE,"C-303, MG Road, Borivali, Tamil Nadu - 532729",ROC-CHENNAI
L22832TN2004OPC740779,INVESTMENTS ENTERPRISES LIMITED,Public,Unlimited Company,Non-govt company,25/11/2004,7748797,9243875,Dissolved,MANUFACTURING (FOOD PRODUCTS),"C-303, MG Road, Whitefield, Tamil Nadu - 527568",ROC-CHENNAI
L68527TN2004OPC738455,FINANCE CORPORATIONS ENTERPRISES PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,08/01/2004,37297239,24857094,Under Liquidation,RETAIL TRADE,"C-303, Link Road, Adyar, Tamil Nadu - 406092",ROC-CHENNAI
L71647TN2001PTC918006,HEALTHCARE REALTY EXPORTS LIMITED,One Person Company,Company limited by guarantee,State Govt company,18/12/2001,25876669,891638,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Link Road, Satellite, Tamil Nadu - 447974",ROC-CHENNAI
L52786TN2010PLC398073,PHARMA PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,12/11/2010,37391064,15000727,Amalgamated,REAL ESTATE ACTIVITIES,"E-505, MG Road, Adyar, Tamil Nadu - 521735",ROC-CHENNAI
L62645TN2013PTC862381,CORPORATIONS INVESTMENTS IMPORTS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,13/12/2013,19270467,10296548,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Satellite, Tamil Nadu - 548823",ROC-CHENNAI
U28509TN2009PTC637058,INVESTMENTS EXPORTS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,31/07/2009,5264819,21625456,Strike Off,WHOLESALE TRADE,"A-101, Anna Salai, Satellite, Tamil Nadu - 483560",ROC-CHENNAI
L25873TN2005PLC278323,INTERNATIONAL VENTURES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,30/11/2005,6994828,13082192,Amalgamated,CONSTRUCTION,"B-202, Anna Salai, Satellite, Tamil Nadu - 513443",ROC-CHENNAI
L75451TN2016OPC890045,TECH INDIA PRIVATE LIMITED,Private,Company limited by shares,State Govt company,14/04/2016,7479422,189435,Dissolved,MANUFACTURING (CHEMICALS),"D-404, Brigade Road, Satellite, Tamil Nadu - 451660",ROC-CHENNAI
U58871TN2010PLC347577,TECHNOLOGIES EXPORTS VENTURES PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,08/04/2010,43478840,16201432,Amalgamated,EDUCATION,"D-404, Link Road, Satellite, Tamil Nadu - 405997",ROC-CHENNAI
U11660TN2010PTC292532,TECH LIMITED,One Person Company,Company limited by shares,Non-govt company,27/04/2010,34600180,22694406,Strike Off,MANUFACTURING (CHEMICALS),"A-101, Park Street, Borivali, Tamil Nadu - 515490",ROC-CHENNAI
L65842TN2002PLC445496,CONSTRUCTIONS ENTERPRISES OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,20/04/2002,46654607,19677599,Active,MANUFACTURING (CHEMICALS),"B-202, Anna Salai, Whitefield, Tamil Nadu - 433620",ROC-CHENNAI
U82286TN2023PLC313306,EDUCATION PHARMA PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,16/09/2023,28464810,11337942,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"D-404, Link Road, Borivali, Tamil Nadu - 470927",ROC-CHENNAI
L64463TN2013PTC854457,TRADING OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,27/08/2013,32424950,13806539,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Adyar, Tamil Nadu - 510830",ROC-CHENNAI
U77121TN2000OPC949556,INDIA LIMITED,Private,Company limited by guarantee,State Govt company,15/01/2000,4490024,23301587,Active,MANUFACTURING (FOOD PRODUCTS),"E-505, Brigade Road, Andheri, Tamil Nadu - 529433",ROC-CHENNAI
L98213TN2020PLC958999,CHEMICALS FINANCE MANUFACTURING PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,20/10/2020,35352930,16499432,Active,RETAIL TRADE,"A-101, MG Road, Whitefield, Tamil Nadu - 522360",ROC-CHENNAI
L12943TN2015PTC289297,REALTY DEVELOPERS SYSTEMS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,30/03/2015,5633414,9225147,Amalgamated,EDUCATION,"A-101, Link Road, Adyar, Tamil Nadu - 548855",ROC-CHENNAI
U13058TN2022PLC885573,CHEMICALS HEALTHCARE TECH PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,20/12/2022,13519955,7323307,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Adyar, Tamil Nadu - 501580",ROC-CHENNAI
L45691TN2019OPC512318,GLOBAL REALTY OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,05/01/2019,35541995,10643866,Strike Off,WHOLESALE TRADE,"E-505, Brigade Road, Borivali, Tamil Nadu - 528004",ROC-CHENNAI
U15255TN2016PTC863183,INVESTMENTS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,27/12/2016,38041536,326760,Strike Off,FINANCIAL SERVICE ACTIVITIES,"E-505, MG Road, Andheri, Tamil Nadu - 447761",ROC-CHENNAI
U17384TN2001OPC839587,TRADING PRIVATE LIMITED,Private,Company limited by shares,State Govt company,20/05/2001,18860939,11200458,Amalgamated,WHOLESALE TRADE,"E-505, Link Road, Borivali, Tamil Nadu - 445740",ROC-CHENNAI
U33338TN2002PLC285699,ENTERPRISES SOLUTIONS GLOBAL LIMITED,Private,Company limited by guarantee,State Govt company,08/05/2002,46669841,7123997,Active,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Andheri, Tamil Nadu - 547742",ROC-CHENNAI
U33950TN2016OPC893215,CONSTRUCTIONS LIMITED,Private,Unlimited Company,State Govt company,22/09/2016,1709953,21748045,Amalgamated,COMPUTER PROGRAMMING,"A-101, Brigade Road, Whitefield, Tamil Nadu - 533548",ROC-CHENNAI
U63869TN2021PLC558078,CHEMICALS TECHNOLOGIES CONSULTANCY PRIVATE LIMITED,Public,Company limited by shares,State Govt company,26/06/2021,48639487,22978652,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Link Road, Whitefield, Tamil Nadu - 438191",ROC-CHENNAI
U63152TN2022PTC597911,IMPORTS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,08/08/2022,18149446,5148520,Strike Off,MANUFACTURING (CHEMICALS),"E-505, MG Road, Andheri, Tamil Nadu - 510434",ROC-CHENNAI
L15829TN2019OPC317744,CAPITAL CONSULTANCY PHARMA PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,31/12/2019,12704172,19499107,Amalgamated,REAL ESTATE ACTIVITIES,"B-202, Park Street, Adyar, Tamil Nadu - 444644",ROC-CHENNAI
U99466TN2023PLC653020,INTERNATIONAL LIMITED,One Person Company,Company limited by guarantee,Non-govt company,15/11/2023,48293072,5689907,Active,RETAIL TRADE,"A-101, Link Road, Borivali, Tamil Nadu - 555980",ROC-CHENNAI
L51013TN2021PTC160350,INDUSTRIES CONSULTANCY REALTY OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,11/12/2021,41755219,4067178,Amalgamated,INFORMATION SERVICE ACTIVITIES,"E-505, Anna Salai, Andheri, Tamil Nadu - 466324",ROC-CHENNAI
U86439TN2000PLC544220,INDIA TECH GLOBAL PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,11/05/2000,46973273,20306576,Dissolved,MANUFACTURING (FOOD PRODUCTS),"D-404, Link Road, Borivali, Tamil Nadu - 514983",ROC-CHENNAI
L59261TN2006PTC475910,EXPORTS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,04/04/2006,16302034,11093886,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Brigade Road, Satellite, Tamil Nadu - 430590",ROC-CHENNAI
U59319TN2011PTC638434,INTERNATIONAL INDUSTRIES CONSTRUCTIONS LIMITED,One Person Company,Company limited by guarantee,State Govt company,08/07/2011,24718843,5969077,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"A-101, MG Road, Whitefield, Tamil Nadu - 460137",ROC-CHENNAI
U64245TN2014PLC626429,REALTY TRADING LIMITED,Public,Unlimited Company,State Govt company,30/10/2014,21648047,8527287,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Brigade Road, Satellite, Tamil Nadu - 444835",ROC-CHENNAI
L44140TN2017PLC824532,TEXTILES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,05/12/2017,23663315,16168359,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, MG Road, Adyar, Tamil Nadu - 551874",ROC-CHENNAI
U52937TN2005PLC159143,VENTURES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,29/03/2005,9041313,5980507,Active,MANUFACTURING (CHEMICALS),"E-505, Brigade Road, Satellite, Tamil Nadu - 434260",ROC-CHENNAI
U12987TN2019PLC873496,TECH OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,06/02/2019,33075150,3817363,Active,MANUFACTURING (TEXTILES),"A-101, Brigade Road, Whitefield, Tamil Nadu - 519023",ROC-CHENNAI
