CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U81993GJ2019OPC641578,CONSTRUCTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,21/06/2019,31666002,16517146,Dissolved,CONSTRUCTION,"D-404, Anna Salai, Whitefield, Gujarat - 532533",ROC-AHMEDABAD
U50858GJ2008OPC628522,IMPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,23/01/2008,13696924,16395585,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Brigade Road, Andheri, Gujarat - 475419",ROC-AHMEDABAD
L12635GJ2020PLC648498,INDUSTRIES INTERNATIONAL PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,24/02/2020,16996804,4594296,Dissolved,CONSTRUCTION,"C-303, Anna Salai, Whitefield, Gujarat - 439745",ROC-AHMEDABAD
L55491GJ2018PLC872782,INDUSTRIES CONSTRUCTIONS TECH OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,04/09/2018,6019329,10698067,Amalgamated,REAL ESTATE ACTIVITIES,"D-404, Park Street, Andheri, Gujarat - 459390",ROC-AHMEDABAD
U65721GJ2001PTC629492,CAPITAL LIMITED,Private,Company limited by guarantee,State Govt company,30/09/2001,2383153,8943627,Strike Off,EDUCATION,"E-505, Brigade Road, Whitefield, Gujarat - 468339",ROC-AHMEDABAD
U37562GJ2021PLC401784,EDUCATION PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,29/01/2021,1933011,9318759,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Anna Salai, Andheri, Gujarat - 542360",ROC-AHMEDABAD
U11864GJ2016PLC875286,INDUSTRIES PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,09/02/2016,11624855,6655442,Active,CONSTRUCTION,"A-101, MG Road, Satellite, Gujarat - 417265",ROC-AHMEDABAD
L40628GJ2021PLC915968,IMPORTS CAPITAL PRIVATE LIMITED,Private,Company limited by shares,State Govt company,22/05/2021,40275578,11611272,Active,FINANCIAL SERVICE ACTIVITIES,"D-404, Brigade Road, Adyar, Gujarat - 467376",ROC-AHMEDABAD
U41235GJ2013PTC173018,TECH OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,23/05/2013,5402962,2365693,Active,WHOLESALE TRADE,"D-404, Brigade Road, Whitefield, Gujarat - 431467",ROC-AHMEDABAD
L73558GJ2011PLC485051,CHEMICALS LIMITED,Private,Company limited by shares,State Govt company,07/02/2011,41375053,12188145,Amalgamated,MANUFACTURING (CHEMICALS),"C-303, MG Road, Satellite, Gujarat - 540413",ROC-AHMEDABAD
L51427GJ2001PLC716102,SOLUTIONS EDUCATION INDIA OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,23/11/2001,37297305,8650468,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"A-101, Anna Salai, Adyar, Gujarat - 419493",ROC-AHMEDABAD
U97832GJ2024OPC936982,INDIA ENTERPRISES SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,07/08/2024,29609855,14275811,Dissolved,WHOLESALE TRADE,"C-303, Link Road, Whitefield, Gujarat - 499492",ROC-AHMEDABAD
U22941GJ2009PLC795806,TEXTILES LIMITED,One Person Company,Company limited by guarantee,Non-govt company,07/09/2009,9822786,22287024,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"C-303, Anna Salai, Borivali, Gujarat - 487779",ROC-AHMEDABAD
L47019GJ2010PLC627481,TECHNOLOGIES PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,13/04/2010,36333499,22495222,Amalgamated,CONSTRUCTION,"D-404, Brigade Road, Borivali, Gujarat - 429763",ROC-AHMEDABAD
U74720GJ2016OPC220399,INNOVATIONS GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,30/01/2016,49606122,11802935,Under Liquidation,MANUFACTURING (CHEMICALS),"B-202, MG Road, Andheri, Gujarat - 511936",ROC-AHMEDABAD
L29702GJ2021OPC625283,INTERNATIONAL TECH INVESTMENTS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,28/04/2021,22121941,6397830,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Park Street, Andheri, Gujarat - 550035",ROC-AHMEDABAD
L38334GJ2021OPC820745,INDUSTRIES DEVELOPERS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,17/08/2021,2960861,16790510,Strike Off,ACCOMMODATION AND FOOD SERVICE,"E-505, MG Road, Borivali, Gujarat - 429483",ROC-AHMEDABAD
L31509GJ2016PTC779002,INVESTMENTS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,07/03/2016,35025455,14824716,Under Liquidation,WHOLESALE TRADE,"E-505, Link Road, Borivali, Gujarat - 536711",ROC-AHMEDABAD
U36773GJ2002OPC415364,FOODS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,23/12/2002,34464817,8570669,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Brigade Road, Borivali, Gujarat - 456363",ROC-AHMEDABAD
L31152GJ2015PTC485983,DEVELOPERS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,22/11/2015,40412984,15690535,Amalgamated,COMPUTER PROGRAMMING,"C-303, Brigade Road, Adyar, Gujarat - 544744",ROC-AHMEDABAD
U37354GJ2005OPC605189,VENTURES LIMITED,Private,Company limited by shares,Non-govt company,16/06/2005,4503110,14600457,Strike Off,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Borivali, Gujarat - 539210",ROC-AHMEDABAD
U76595GJ2009OPC235409,INDUSTRIES SOLUTIONS INDIA LIMITED,Private,Company limited by guarantee,State Govt company,19/01/2009,4037696,2066181,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"E-505, Anna Salai, Andheri, Gujarat - 440798",ROC-AHMEDABAD
U96850GJ2015PTC199058,FOODS LIMITED,Public,Unlimited Company,Non-govt company,05/07/2015,39962008,20274718,Active,REAL ESTATE ACTIVITIES,"E-505, MG Road, Andheri, Gujarat - 440056",ROC-AHMEDABAD
L32261GJ2015PLC749874,FINANCE LIMITED,One Person Company,Company limited by shares,Non-govt company,23/05/2015,12723353,19822884,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Brigade Road, Borivali, Gujarat - 473509",ROC-AHMEDABAD
U39503GJ2007PLC911825,SOLUTIONS TECHNOLOGIES CORPORATIONS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,02/01/2007,20008285,21987210,Active,CONSTRUCTION,"C-303, MG Road, Adyar, Gujarat - 463304",ROC-AHMEDABAD
U59479GJ2024PTC402286,INVESTMENTS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,11/11/2024,23909639,4649157,Amalgamated,INFORMATION SERVICE ACTIVITIES,"B-202, Park Street, Andheri, Gujarat - 530887",ROC-AHMEDABAD
U53960GJ2024PLC972523,CONSTRUCTIONS INVESTMENTS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,16/06/2024,18875110,21102963,Active,EDUCATION,"A-101, Park Street, Satellite, Gujarat - 533890",ROC-AHMEDABAD
U15817GJ2010PTC117847,CONSULTANCY MANUFACTURING EDUCATION PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,14/12/2010,5180883,366398,Active,ACCOMMODATION AND FOOD SERVICE,"D-404, Link Road, Andheri, Gujarat - 549569",ROC-AHMEDABAD
U42325GJ2001PLC749507,INDIA PHARMA LIMITED,One Person Company,Company limited by guarantee,State Govt company,23/04/2001,29674228,4804004,Dissolved,MANUFACTURING (FOOD PRODUCTS),"E-505, Brigade Road, Andheri, Gujarat - 491594",ROC-AHMEDABAD
U16239GJ2006PLC514968,EDUCATION FINANCE SYSTEMS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,08/01/2006,38871868,21539627,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Park Street, Whitefield, Gujarat - 523058",ROC-AHMEDABAD
U38572GJ2013PLC865181,TECH INNOVATIONS LIMITED,Public,Company limited by guarantee,State Govt company,26/05/2013,36748309,1638416,Under Liquidation,MANUFACTURING (TEXTILES),"A-101, Anna Salai, Adyar, Gujarat - 506693",ROC-AHMEDABAD
U58557GJ2014PLC534034,SOLUTIONS HEALTHCARE LIMITED,Private,Unlimited Company,State Govt company,06/12/2014,46099687,18972527,Amalgamated,WHOLESALE TRADE,"C-303, Anna Salai, Satellite, Gujarat - 480244",ROC-AHMEDABAD
U22976GJ2019OPC820808,INNOVATIONS CONSTRUCTIONS TEXTILES LIMITED,Public,Company limited by shares,Non-govt company,08/06/2019,23257525,10932214,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Whitefield, Gujarat - 556155",ROC-AHMEDABAD
U76174GJ2002PLC243046,INVESTMENTS LIMITED,Public,Company limited by shares,State Govt company,24/10/2002,26723548,12104986,Active,MANUFACTURING (TEXTILES),"C-303, Brigade Road, Borivali, Gujarat - 505017",ROC-AHMEDABAD
L31499GJ2023PLC395273,INNOVATIONS INTERNATIONAL PHARMA OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,26/05/2023,43477274,2235189,Dissolved,REAL ESTATE ACTIVITIES,"B-202, Brigade Road, Adyar, Gujarat - 408839",ROC-AHMEDABAD
L80292GJ2005OPC321257,IMPORTS EDUCATION PHARMA LIMITED,Public,Company limited by shares,State Govt company,06/10/2005,29195025,14597675,Under Liquidation,WHOLESALE TRADE,"D-404, Anna Salai, Adyar, Gujarat - 435085",ROC-AHMEDABAD
L12939GJ2019PLC576620,FINANCE PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,26/01/2019,25439393,19839285,Dissolved,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Andheri, Gujarat - 423990",ROC-AHMEDABAD
U25505GJ2013PTC787116,EDUCATION TECH PRIVATE LIMITED,Private,Unlimited Company,State Govt company,30/07/2013,35198236,20286073,Dissolved,COMPUTER PROGRAMMING,"E-505, MG Road, Whitefield, Gujarat - 458242",ROC-AHMEDABAD
U17803GJ2024OPC348251,INNOVATIONS REALTY PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,29/06/2024,24551130,23308973,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"E-505, Brigade Road, Andheri, Gujarat - 505949",ROC-AHMEDABAD
L25028GJ2011PLC433823,DEVELOPERS TECH TEXTILES PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,24/09/2011,22217293,706547,Amalgamated,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Borivali, Gujarat - 544776",ROC-AHMEDABAD
L63445GJ2009PTC196732,CONSULTANCY CORPORATIONS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,22/03/2009,21555326,24057671,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Brigade Road, Borivali, Gujarat - 495787",ROC-AHMEDABAD
L92375GJ2014PTC392759,REALTY SYSTEMS INTERNATIONAL LIMITED,Private,Company limited by guarantee,State Govt company,25/12/2014,37520645,3969301,Under Liquidation,COMPUTER PROGRAMMING,"B-202, Brigade Road, Satellite, Gujarat - 510962",ROC-AHMEDABAD
L90571GJ2007OPC138223,CHEMICALS HEALTHCARE OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,24/02/2007,1875615,19725555,Amalgamated,INFORMATION SERVICE ACTIVITIES,"D-404, Link Road, Andheri, Gujarat - 464228",ROC-AHMEDABAD
U60842GJ2011PTC588138,INVESTMENTS DEVELOPERS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,29/07/2011,4699189,23046040,Dissolved,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Borivali, Gujarat - 501603",ROC-AHMEDABAD
U96891GJ2013OPC220652,INNOVATIONS MANUFACTURING TECH PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,29/09/2013,21631049,16263009,Active,MANUFACTURING (FOOD PRODUCTS),"E-505, Anna Salai, Andheri, Gujarat - 416098",ROC-AHMEDABAD
L65919GJ2004PTC985406,TECH PHARMA CONSTRUCTIONS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,12/06/2004,24336220,23031657,Under Liquidation,MANUFACTURING (TEXTILES),"C-303, Brigade Road, Andheri, Gujarat - 486031",ROC-AHMEDABAD
U19279GJ2017PTC760048,CONSTRUCTIONS INNOVATIONS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,12/05/2017,41090741,5023937,Amalgamated,COMPUTER PROGRAMMING,"B-202, Anna Salai, Whitefield, Gujarat - 419189",ROC-AHMEDABAD
U98368GJ2003PLC869553,REALTY PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,12/08/2003,19045428,19948706,Active,COMPUTER PROGRAMMING,"C-303, Brigade Road, Adyar, Gujarat - 411637",ROC-AHMEDABAD
L23214GJ2010PTC433383,CORPORATIONS INDUSTRIES PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,14/09/2010,910646,12424833,Dissolved,REAL ESTATE ACTIVITIES,"C-303, Link Road, Adyar, Gujarat - 433116",ROC-AHMEDABAD
L18760GJ2010OPC996232,SERVICES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,07/06/2010,15307530,8388569,Active,INFORMATION SERVICE ACTIVITIES,"B-202, Brigade Road, Adyar, Gujarat - 470406",ROC-AHMEDABAD
U52353GJ2020PTC566968,INDUSTRIES HEALTHCARE SOLUTIONS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,30/12/2020,45929046,14696657,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, MG Road, Adyar, Gujarat - 508815",ROC-AHMEDABAD
L36203GJ2010OPC737607,INVESTMENTS LIMITED,Public,Unlimited Company,State Govt company,24/12/2010,9047832,16700605,Under Liquidation,RETAIL TRADE,"A-101, Anna Salai, Whitefield, Gujarat - 410088",ROC-AHMEDABAD
U11155GJ2010PLC943353,INDIA HEALTHCARE EXPORTS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,23/08/2010,49187420,19998455,Amalgamated,CONSTRUCTION,"B-202, Anna Salai, Andheri, Gujarat - 449278",ROC-AHMEDABAD
L24706GJ2000OPC918385,DEVELOPERS EDUCATION REALTY LIMITED,Private,Company limited by guarantee,Non-govt company,20/10/2000,14162968,16190763,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Brigade Road, Whitefield, Gujarat - 404222",ROC-AHMEDABAD
L75154GJ2004PLC592044,FINANCE PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,29/11/2004,38562685,7557423,Active,WHOLESALE TRADE,"A-101, Link Road, Borivali, Gujarat - 460438",ROC-AHMEDABAD
U88551GJ2022OPC692866,TEXTILES TRADING OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,22/06/2022,46434681,4004748,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Park Street, Borivali, Gujarat - 403459",ROC-AHMEDABAD
L82187GJ2019PTC667110,CHEMICALS SERVICES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,13/07/2019,12508725,22218570,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Adyar, Gujarat - 493946",ROC-AHMEDABAD
U38205GJ2002OPC375777,TECHNOLOGIES CONSULTANCY SYSTEMS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,28/08/2002,48971400,22468434,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Park Street, Borivali, Gujarat - 506866",ROC-AHMEDABAD
U84925GJ2021PLC857516,INDUSTRIES SYSTEMS CONSTRUCTIONS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,23/02/2021,19922699,1557309,Dissolved,MANUFACTURING (CHEMICALS),"E-505, Park Street, Whitefield, Gujarat - 438955",ROC-AHMEDABAD
L45184GJ2020PLC276759,CONSULTANCY ENTERPRISES OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,24/10/2020,46850582,18164640,Dissolved,WHOLESALE TRADE,"C-303, Park Street, Adyar, Gujarat - 429640",ROC-AHMEDABAD
U29645GJ2005PLC968501,INDIA OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,19/05/2005,6388625,3737530,Dissolved,REAL ESTATE ACTIVITIES,"E-505, Anna Salai, Andheri, Gujarat - 418634",ROC-AHMEDABAD
U52830GJ2001PLC375029,FOODS FINANCE PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,14/07/2001,6686862,23526351,Active,EDUCATION,"C-303, Anna Salai, Borivali, Gujarat - 513770",ROC-AHMEDABAD
L84889GJ2008OPC755600,TECHNOLOGIES LIMITED,Public,Company limited by guarantee,Non-govt company,09/12/2008,46555462,12617941,Strike Off,COMPUTER PROGRAMMING,"B-202, Link Road, Satellite, Gujarat - 405918",ROC-AHMEDABAD
U81135GJ2023PLC149867,PHARMA LIMITED,Private,Company limited by guarantee,State Govt company,02/09/2023,25539245,3592026,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Park Street, Andheri, Gujarat - 506818",ROC-AHMEDABAD
L83325GJ2011OPC818430,SERVICES ENTERPRISES INTERNATIONAL PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,30/06/2011,41749327,19578275,Active,MANUFACTURING (FOOD PRODUCTS),"B-202, MG Road, Adyar, Gujarat - 493197",ROC-AHMEDABAD
U83333GJ2021OPC303181,REALTY PRIVATE LIMITED,Private,Company limited by shares,State Govt company,01/10/2021,13481750,19185494,Active,RETAIL TRADE,"D-404, Park Street, Adyar, Gujarat - 530453",ROC-AHMEDABAD
L91157GJ2016OPC110976,TECH EDUCATION ENTERPRISES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,04/11/2016,8527775,18082270,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Park Street, Borivali, Gujarat - 470762",ROC-AHMEDABAD
U67854GJ2011OPC169307,CORPORATIONS LIMITED,Public,Company limited by guarantee,State Govt company,20/06/2011,9684349,20042299,Amalgamated,CONSTRUCTION,"D-404, Park Street, Borivali, Gujarat - 521947",ROC-AHMEDABAD
L94112GJ2015PLC382557,SERVICES GLOBAL IMPORTS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,17/09/2015,4719961,4126602,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Park Street, Whitefield, Gujarat - 492180",ROC-AHMEDABAD
L86106GJ2002PLC848522,CONSTRUCTIONS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,25/01/2002,34740519,22232434,Active,FINANCIAL SERVICE ACTIVITIES,"D-404, Link Road, Satellite, Gujarat - 433405",ROC-AHMEDABAD
L71447GJ2013PTC287968,CORPORATIONS IMPORTS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,26/10/2013,26248472,10287196,Strike Off,RETAIL TRADE,"A-101, Anna Salai, Borivali, Gujarat - 451994",ROC-AHMEDABAD
U89187GJ2000PTC602313,INVESTMENTS CONSTRUCTIONS LIMITED,Private,Company limited by guarantee,Non-govt company,15/02/2000,35231697,3315438,Active,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Satellite, Gujarat - 520955",ROC-AHMEDABAD
L83565GJ2001PTC842437,MANUFACTURING SERVICES LIMITED,Public,Company limited by shares,State Govt company,25/03/2001,23881432,3273174,Active,EDUCATION,"B-202, Link Road, Whitefield, Gujarat - 481154",ROC-AHMEDABAD
U91427GJ2024PTC983339,INDUSTRIES TEXTILES INVESTMENTS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,25/09/2024,29528998,22500549,Dissolved,MANUFACTURING (FOOD PRODUCTS),"E-505, Anna Salai, Andheri, Gujarat - 509472",ROC-AHMEDABAD
L76669GJ2021PLC598369,FINANCE TECHNOLOGIES INDUSTRIES PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,22/12/2021,13783814,14624227,Amalgamated,CONSTRUCTION,"A-101, Anna Salai, Satellite, Gujarat - 487961",ROC-AHMEDABAD
L66464GJ2005PLC290327,EXPORTS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,23/08/2005,5880193,17895643,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"A-101, Anna Salai, Whitefield, Gujarat - 556554",ROC-AHMEDABAD
U24029GJ2016OPC414252,SOLUTIONS FINANCE TRADING OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,22/05/2016,36462116,8564935,Under Liquidation,WHOLESALE TRADE,"D-404, Park Street, Andheri, Gujarat - 531576",ROC-AHMEDABAD
L48237GJ2014PLC654346,GLOBAL TECHNOLOGIES CONSTRUCTIONS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,02/05/2014,45625972,14498367,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, MG Road, Borivali, Gujarat - 490789",ROC-AHMEDABAD
U66835GJ2008PLC923281,SYSTEMS CHEMICALS LIMITED,Public,Company limited by shares,Non-govt company,17/07/2008,17844435,9123680,Active,RETAIL TRADE,"C-303, Park Street, Satellite, Gujarat - 522261",ROC-AHMEDABAD
L39672GJ2012PTC902108,CHEMICALS LIMITED,Public,Company limited by guarantee,State Govt company,30/03/2012,24652917,13100392,Active,MANUFACTURING (TEXTILES),"E-505, Link Road, Andheri, Gujarat - 433348",ROC-AHMEDABAD
L28077GJ2020PLC630381,TECH VENTURES SYSTEMS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,01/12/2020,9557885,6452283,Amalgamated,MANUFACTURING (TEXTILES),"E-505, Park Street, Satellite, Gujarat - 539557",ROC-AHMEDABAD
L69411GJ2022OPC760916,EXPORTS FOODS ENTERPRISES PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,07/12/2022,41775604,11603404,Under Liquidation,MANUFACTURING (CHEMICALS),"B-202, Park Street, Adyar, Gujarat - 428855",ROC-AHMEDABAD
L65303GJ2013PLC713351,INNOVATIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,25/06/2013,40220929,11196902,Under Liquidation,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Borivali, Gujarat - 485221",ROC-AHMEDABAD
L38957GJ2001PTC931976,HEALTHCARE LIMITED,Private,Unlimited Company,State Govt company,20/05/2001,42117369,24177628,Amalgamated,EDUCATION,"C-303, Brigade Road, Andheri, Gujarat - 542708",ROC-AHMEDABAD
U26860GJ2004OPC609536,FOODS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,06/06/2004,41471679,18811986,Dissolved,MANUFACTURING (FOOD PRODUCTS),"D-404, Park Street, Borivali, Gujarat - 521163",ROC-AHMEDABAD
L81363GJ2004PTC940647,SYSTEMS EXPORTS CORPORATIONS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,08/02/2004,39932812,13333020,Under Liquidation,WHOLESALE TRADE,"D-404, Brigade Road, Satellite, Gujarat - 549752",ROC-AHMEDABAD
L30796GJ2000PTC424469,FOODS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,09/02/2000,41199180,1201140,Active,CONSTRUCTION,"D-404, MG Road, Adyar, Gujarat - 449817",ROC-AHMEDABAD
U19804GJ2007PLC480937,INTERNATIONAL CONSTRUCTIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,18/06/2007,13130206,9321579,Strike Off,CONSTRUCTION,"D-404, Brigade Road, Satellite, Gujarat - 437388",ROC-AHMEDABAD
U91368GJ2011OPC152907,TECH GLOBAL LIMITED,Public,Company limited by guarantee,State Govt company,26/07/2011,49547864,19260478,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Andheri, Gujarat - 536490",ROC-AHMEDABAD
