CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U96517MH2014OPC452402,EDUCATION DEVELOPERS EXPORTS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,18/10/2014,44530469,18880682,Active,WHOLESALE TRADE,"E-505, Anna Salai, Satellite, Maharashtra - 545522",ROC-MUMBAI
L60143MH2023PLC340432,INVESTMENTS DEVELOPERS CHEMICALS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,01/05/2023,2494597,12757503,Dissolved,COMPUTER PROGRAMMING,"B-202, Park Street, Borivali, Maharashtra - 536810",ROC-MUMBAI
U82970MH2024OPC719481,INNOVATIONS PHARMA TEXTILES PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,03/12/2024,18913838,8256511,Active,MANUFACTURING (CHEMICALS),"A-101, MG Road, Andheri, Maharashtra - 472962",ROC-MUMBAI
U89364MH2007OPC977573,SYSTEMS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,23/07/2007,45250473,21913436,Amalgamated,INFORMATION SERVICE ACTIVITIES,"C-303, Brigade Road, Adyar, Maharashtra - 542613",ROC-MUMBAI
L14331MH2012PTC928126,CAPITAL OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,16/06/2012,34269127,14915376,Under Liquidation,CONSTRUCTION,"A-101, Brigade Road, Adyar, Maharashtra - 410196",ROC-MUMBAI
U99239MH2003OPC439494,TEXTILES CONSTRUCTIONS LIMITED,Public,Unlimited Company,State Govt company,07/05/2003,1857816,23521719,Active,CONSTRUCTION,"A-101, MG Road, Borivali, Maharashtra - 484301",ROC-MUMBAI
L39161MH2003OPC713295,IMPORTS LIMITED,Private,Unlimited Company,Non-govt company,29/11/2003,47264469,20476646,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Link Road, Satellite, Maharashtra - 446948",ROC-MUMBAI
U78389MH2021PTC166857,ENTERPRISES PRIVATE LIMITED,Public,Unlimited Company,State Govt company,02/01/2021,22401125,13082770,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Anna Salai, Satellite, Maharashtra - 409923",ROC-MUMBAI
L58982MH2019PTC345872,CHEMICALS SERVICES LIMITED,One Person Company,Company limited by guarantee,State Govt company,03/10/2019,2738337,16304922,Active,INFORMATION SERVICE ACTIVITIES,"B-202, Anna Salai, Whitefield, Maharashtra - 551588",ROC-MUMBAI
L34756MH2021PLC346011,TRADING CAPITAL SYSTEMS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,17/07/2021,13020469,10147194,Strike Off,MANUFACTURING (CHEMICALS),"D-404, Park Street, Borivali, Maharashtra - 401623",ROC-MUMBAI
U11250MH2013OPC581057,CONSTRUCTIONS INNOVATIONS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,17/01/2013,34422969,18759972,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Brigade Road, Borivali, Maharashtra - 459053",ROC-MUMBAI
L38825MH2015PTC343581,INTERNATIONAL DEVELOPERS PHARMA PRIVATE LIMITED,Private,Company limited by shares,State Govt company,06/12/2015,42906410,24934102,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, Anna Salai, Whitefield, Maharashtra - 461463",ROC-MUMBAI
L48488MH2015OPC570274,VENTURES LIMITED,Public,Company limited by guarantee,State Govt company,28/08/2015,27749364,817490,Under Liquidation,CONSTRUCTION,"E-505, Park Street, Satellite, Maharashtra - 528618",ROC-MUMBAI
U62085MH2014PTC990589,TECHNOLOGIES INTERNATIONAL INDIA OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,23/11/2014,24735144,1360029,Dissolved,MANUFACTURING (CHEMICALS),"A-101, Anna Salai, Adyar, Maharashtra - 484947",ROC-MUMBAI
U76887MH2012PLC739586,INNOVATIONS INTERNATIONAL TEXTILES PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,30/05/2012,27868705,7035033,Under Liquidation,RETAIL TRADE,"C-303, Link Road, Borivali, Maharashtra - 495779",ROC-MUMBAI
L25892MH2012OPC422470,INDUSTRIES EDUCATION CORPORATIONS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,13/12/2012,17757590,10072289,Dissolved,WHOLESALE TRADE,"E-505, MG Road, Borivali, Maharashtra - 400333",ROC-MUMBAI
L54069MH2016PLC947744,PHARMA INTERNATIONAL INDUSTRIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,07/09/2016,42556554,6187641,Active,FINANCIAL SERVICE ACTIVITIES,"A-101, Brigade Road, Whitefield, Maharashtra - 493079",ROC-MUMBAI
L75089MH2021OPC652798,SERVICES INNOVATIONS PHARMA PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,17/09/2021,5248332,17363379,Active,INFORMATION SERVICE ACTIVITIES,"E-505, MG Road, Whitefield, Maharashtra - 475858",ROC-MUMBAI
L39837MH2021OPC892859,SYSTEMS GLOBAL CHEMICALS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,09/03/2021,11290833,12344577,Active,INFORMATION SERVICE ACTIVITIES,"A-101, MG Road, Borivali, Maharashtra - 470471",ROC-MUMBAI
L28239MH2021PTC400921,INVESTMENTS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,13/06/2021,30637849,5803303,Under Liquidation,EDUCATION,"C-303, Park Street, Andheri, Maharashtra - 499416",ROC-MUMBAI
U87010MH2011PLC480439,FINANCE PHARMA REALTY LIMITED,Private,Company limited by shares,State Govt company,06/04/2011,36931896,23984181,Active,COMPUTER PROGRAMMING,"A-101, Anna Salai, Satellite, Maharashtra - 402281",ROC-MUMBAI
L25779MH2023OPC470999,TEXTILES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,27/03/2023,27770332,5292813,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"B-202, Anna Salai, Borivali, Maharashtra - 512390",ROC-MUMBAI
L55028MH2013PTC543215,PHARMA IMPORTS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,28/11/2013,27704151,13418669,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Brigade Road, Whitefield, Maharashtra - 527179",ROC-MUMBAI
L77573MH2015PLC581087,DEVELOPERS INNOVATIONS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,02/02/2015,47707104,23267632,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Park Street, Whitefield, Maharashtra - 501868",ROC-MUMBAI
L56790MH2006PTC378684,EDUCATION LIMITED,One Person Company,Company limited by shares,Non-govt company,12/04/2006,15431920,23665010,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"A-101, Park Street, Satellite, Maharashtra - 443197",ROC-MUMBAI
U54104MH2005PLC585606,SYSTEMS SERVICES INTERNATIONAL OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,12/03/2005,384092,14574281,Strike Off,EDUCATION,"D-404, Brigade Road, Andheri, Maharashtra - 528056",ROC-MUMBAI
U33662MH2020PTC749826,VENTURES GLOBAL PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,30/01/2020,9508000,4663854,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"D-404, Park Street, Satellite, Maharashtra - 423048",ROC-MUMBAI
U14342MH2006OPC224405,HEALTHCARE MANUFACTURING FINANCE LIMITED,Private,Unlimited Company,State Govt company,06/10/2006,30490356,22293097,Active,RETAIL TRADE,"E-505, Brigade Road, Borivali, Maharashtra - 422859",ROC-MUMBAI
U86002MH2013OPC680993,VENTURES MANUFACTURING IMPORTS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,24/06/2013,30303461,19326215,Strike Off,RETAIL TRADE,"E-505, Anna Salai, Whitefield, Maharashtra - 559019",ROC-MUMBAI
L84284MH2023OPC800711,FOODS VENTURES LIMITED,Private,Company limited by guarantee,State Govt company,20/10/2023,2942480,23991923,Active,REAL ESTATE ACTIVITIES,"A-101, Link Road, Adyar, Maharashtra - 429934",ROC-MUMBAI
U47230MH2011OPC925694,VENTURES PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,07/03/2011,19750008,21799625,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Anna Salai, Whitefield, Maharashtra - 429877",ROC-MUMBAI
L91215MH2018PLC459460,TECH REALTY PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,10/09/2018,9583275,11030009,Active,MANUFACTURING (TEXTILES),"C-303, Park Street, Whitefield, Maharashtra - 483576",ROC-MUMBAI
U47713MH2004OPC831925,FOODS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,01/09/2004,35028165,3907214,Active,MANUFACTURING (TEXTILES),"B-202, Park Street, Adyar, Maharashtra - 494374",ROC-MUMBAI
U20412MH2010PLC596319,PHARMA TECHNOLOGIES LIMITED,Private,Unlimited Company,Non-govt company,23/06/2010,25246585,2836122,Dissolved,MANUFACTURING (TEXTILES),"C-303, Anna Salai, Andheri, Maharashtra - 447626",ROC-MUMBAI
L68153MH2001PTC785751,ENTERPRISES SYSTEMS DEVELOPERS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,27/04/2001,16568903,5096218,Dissolved,EDUCATION,"D-404, Anna Salai, Borivali, Maharashtra - 500490",ROC-MUMBAI
L68847MH2014PLC701124,IMPORTS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,12/09/2014,48208381,22301077,Dissolved,WHOLESALE TRADE,"B-202, Anna Salai, Borivali, Maharashtra - 554312",ROC-MUMBAI
U14910MH2017PLC616013,FINANCE IMPORTS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,23/05/2017,48734480,23217480,Dissolved,INFORMATION SERVICE ACTIVITIES,"E-505, Link Road, Satellite, Maharashtra - 525189",ROC-MUMBAI
U42537MH2024PLC945162,INDIA LIMITED,One Person Company,Company limited by guarantee,State Govt company,04/12/2024,3168519,10709592,Amalgamated,EDUCATION,"D-404, Park Street, Satellite, Maharashtra - 521207",ROC-MUMBAI
U58459MH2002PLC395942,ENTERPRISES OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,07/04/2002,3655346,15463751,Strike Off,FINANCIAL SERVICE ACTIVITIES,"D-404, Anna Salai, Satellite, Maharashtra - 449050",ROC-MUMBAI
U31183MH2003PLC856378,INTERNATIONAL PRIVATE LIMITED,Private,Unlimited Company,State Govt company,26/11/2003,28879434,3256465,Strike Off,ACCOMMODATION AND FOOD SERVICE,"E-505, Link Road, Adyar, Maharashtra - 479640",ROC-MUMBAI
U98475MH2016OPC739736,INDUSTRIES FINANCE MANUFACTURING LIMITED,Public,Unlimited Company,State Govt company,27/10/2016,38772882,16089309,Strike Off,RETAIL TRADE,"A-101, MG Road, Satellite, Maharashtra - 478443",ROC-MUMBAI
U52810MH2002PTC325579,HEALTHCARE TECHNOLOGIES PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,11/12/2002,42806191,10466894,Dissolved,COMPUTER PROGRAMMING,"D-404, Link Road, Borivali, Maharashtra - 409128",ROC-MUMBAI
U31322MH2002PTC605546,SOLUTIONS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,13/06/2002,33270329,1504834,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"E-505, Anna Salai, Borivali, Maharashtra - 526347",ROC-MUMBAI
L53481MH2014PTC119890,HEALTHCARE LIMITED,Private,Company limited by guarantee,Non-govt company,28/01/2014,40567944,14915722,Dissolved,MANUFACTURING (TEXTILES),"A-101, Link Road, Andheri, Maharashtra - 413860",ROC-MUMBAI
U93495MH2016PLC137312,GLOBAL PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,16/05/2016,28935677,18693342,Under Liquidation,CONSTRUCTION,"A-101, Brigade Road, Satellite, Maharashtra - 464504",ROC-MUMBAI
U58702MH2000OPC924181,CAPITAL PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,19/10/2000,25026515,2320785,Strike Off,COMPUTER PROGRAMMING,"B-202, Link Road, Adyar, Maharashtra - 403933",ROC-MUMBAI
L85390MH2017PTC156866,CAPITAL EXPORTS CONSULTANCY OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,26/02/2017,24473089,11233820,Dissolved,COMPUTER PROGRAMMING,"E-505, Anna Salai, Andheri, Maharashtra - 425898",ROC-MUMBAI
U23860MH2022PLC301466,IMPORTS FOODS LIMITED,One Person Company,Company limited by shares,State Govt company,25/07/2022,11252729,7676349,Active,CONSTRUCTION,"C-303, Anna Salai, Andheri, Maharashtra - 502413",ROC-MUMBAI
L21071MH2000PTC401748,SOLUTIONS ENTERPRISES PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,17/09/2000,35099724,15482561,Active,EDUCATION,"E-505, Park Street, Satellite, Maharashtra - 476491",ROC-MUMBAI
U74912MH2019PTC742070,TECH TECHNOLOGIES LIMITED,Private,Unlimited Company,State Govt company,28/09/2019,49733376,18644292,Active,FINANCIAL SERVICE ACTIVITIES,"D-404, Link Road, Andheri, Maharashtra - 487169",ROC-MUMBAI
L49023MH2019PLC276605,INTERNATIONAL CONSULTANCY PRIVATE LIMITED,Public,Unlimited Company,State Govt company,27/07/2019,13090951,4769142,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"B-202, Anna Salai, Whitefield, Maharashtra - 554415",ROC-MUMBAI
L20558MH2011PTC295025,INDIA MANUFACTURING CORPORATIONS LIMITED,One Person Company,Unlimited Company,State Govt company,11/02/2011,8532440,5089618,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"E-505, Park Street, Andheri, Maharashtra - 535862",ROC-MUMBAI
L56333MH2023PTC964344,GLOBAL CAPITAL TECHNOLOGIES OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,03/04/2023,30597325,5837760,Strike Off,RETAIL TRADE,"E-505, Link Road, Andheri, Maharashtra - 448006",ROC-MUMBAI
U67019MH2001OPC552972,INDUSTRIES FINANCE OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,15/06/2001,48901142,18225372,Active,WHOLESALE TRADE,"B-202, Anna Salai, Whitefield, Maharashtra - 442234",ROC-MUMBAI
U57861MH2011PTC891645,EXPORTS DEVELOPERS LIMITED,Private,Unlimited Company,State Govt company,20/08/2011,25422904,24340167,Dissolved,MANUFACTURING (TEXTILES),"C-303, Anna Salai, Satellite, Maharashtra - 412716",ROC-MUMBAI
L91352MH2008OPC566666,CAPITAL IMPORTS DEVELOPERS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,30/12/2008,13725458,12424751,Under Liquidation,REAL ESTATE ACTIVITIES,"D-404, Anna Salai, Adyar, Maharashtra - 445977",ROC-MUMBAI
L65614MH2019PTC907058,EDUCATION OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,27/06/2019,2814025,11081517,Active,FINANCIAL SERVICE ACTIVITIES,"C-303, Link Road, Whitefield, Maharashtra - 437474",ROC-MUMBAI
U34846MH2009PLC306864,TRADING PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,14/10/2009,38543677,16201228,Dissolved,RETAIL TRADE,"B-202, Brigade Road, Andheri, Maharashtra - 494146",ROC-MUMBAI
L42170MH2018PLC313376,PHARMA VENTURES MANUFACTURING OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,01/12/2018,18734726,22606504,Amalgamated,RETAIL TRADE,"C-303, Link Road, Borivali, Maharashtra - 455634",ROC-MUMBAI
L91955MH2011PLC575402,CORPORATIONS EXPORTS TEXTILES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,02/05/2011,14479625,23193146,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, MG Road, Satellite, Maharashtra - 529259",ROC-MUMBAI
L98720MH2008PLC515401,INDUSTRIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,02/04/2008,38931246,608844,Under Liquidation,RETAIL TRADE,"A-101, Park Street, Adyar, Maharashtra - 504617",ROC-MUMBAI
U97998MH2000OPC556640,INTERNATIONAL OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,22/07/2000,19095173,17146059,Strike Off,FINANCIAL SERVICE ACTIVITIES,"C-303, MG Road, Borivali, Maharashtra - 538915",ROC-MUMBAI
L29755MH2019PTC154642,CAPITAL EDUCATION PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,27/01/2019,26932688,12871072,Amalgamated,REAL ESTATE ACTIVITIES,"B-202, MG Road, Borivali, Maharashtra - 500483",ROC-MUMBAI
L53306MH2007PTC828181,GLOBAL SERVICES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,29/01/2007,18275171,9393278,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"A-101, Brigade Road, Borivali, Maharashtra - 530030",ROC-MUMBAI
U67893MH2001PTC940184,CORPORATIONS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,17/03/2001,40044943,12047126,Under Liquidation,MANUFACTURING (CHEMICALS),"D-404, Anna Salai, Borivali, Maharashtra - 453901",ROC-MUMBAI
U21657MH2001PLC369383,MANUFACTURING LIMITED,Public,Unlimited Company,Non-govt company,07/04/2001,4446990,22235669,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"D-404, Link Road, Satellite, Maharashtra - 494940",ROC-MUMBAI
U42089MH2019OPC316347,CAPITAL PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,30/07/2019,10858880,15764527,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Andheri, Maharashtra - 460261",ROC-MUMBAI
L28621MH2013PLC486795,SERVICES CONSTRUCTIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,01/12/2013,9148824,19843587,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"C-303, Brigade Road, Andheri, Maharashtra - 426853",ROC-MUMBAI
U13851MH2018PTC976168,ENTERPRISES REALTY IMPORTS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,02/08/2018,18434941,9507569,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Borivali, Maharashtra - 502716",ROC-MUMBAI
U95003MH2021OPC218632,CHEMICALS CONSULTANCY PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,03/10/2021,326482,16393952,Strike Off,COMPUTER PROGRAMMING,"A-101, Anna Salai, Satellite, Maharashtra - 456085",ROC-MUMBAI
L15875MH2019OPC650140,CONSTRUCTIONS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,25/02/2019,35386576,3298060,Active,HUMAN HEALTH AND SOCIAL WORK,"D-404, Link Road, Satellite, Maharashtra - 425075",ROC-MUMBAI
U30380MH2018OPC454894,INDUSTRIES CORPORATIONS EXPORTS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,17/07/2018,13292314,20027994,Dissolved,ACCOMMODATION AND FOOD SERVICE,"C-303, Link Road, Borivali, Maharashtra - 510320",ROC-MUMBAI
U85396MH2018OPC650381,TECH PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,11/12/2018,6965358,20462312,Strike Off,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Adyar, Maharashtra - 457198",ROC-MUMBAI
U48070MH2017PLC879056,FOODS TRADING REALTY OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,17/10/2017,22790469,17407120,Active,MANUFACTURING (FOOD PRODUCTS),"D-404, Anna Salai, Andheri, Maharashtra - 552854",ROC-MUMBAI
U21223MH2015PTC957696,EDUCATION REALTY PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,18/05/2015,4946622,2238168,Under Liquidation,CONSTRUCTION,"D-404, Link Road, Andheri, Maharashtra - 472761",ROC-MUMBAI
U55244MH2006PLC309087,MANUFACTURING DEVELOPERS LIMITED,Public,Company limited by shares,Non-govt company,24/10/2006,20182265,11255400,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Park Street, Borivali, Maharashtra - 474235",ROC-MUMBAI
U68159MH2019PTC880718,TRADING OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,26/09/2019,25520005,985913,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Link Road, Adyar, Maharashtra - 413360",ROC-MUMBAI
L56323MH2007OPC725155,PHARMA OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,22/06/2007,2599665,3358583,Under Liquidation,MANUFACTURING (CHEMICALS),"A-101, MG Road, Borivali, Maharashtra - 490822",ROC-MUMBAI
U90255MH2008PTC324740,INNOVATIONS LIMITED,Public,Unlimited Company,State Govt company,06/02/2008,24736600,13526456,Active,COMPUTER PROGRAMMING,"D-404, Link Road, Adyar, Maharashtra - 548018",ROC-MUMBAI
U97772MH2020PLC470348,TECH PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,17/05/2020,31641877,21617670,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Link Road, Satellite, Maharashtra - 407606",ROC-MUMBAI
U11476MH2012PTC885157,EDUCATION LIMITED,One Person Company,Unlimited Company,State Govt company,22/01/2012,17497070,3621107,Under Liquidation,RETAIL TRADE,"B-202, MG Road, Borivali, Maharashtra - 478763",ROC-MUMBAI
U13340MH2019PLC371189,HEALTHCARE INDIA GLOBAL LIMITED,One Person Company,Company limited by guarantee,State Govt company,20/03/2019,17597453,14666911,Strike Off,FINANCIAL SERVICE ACTIVITIES,"E-505, Anna Salai, Whitefield, Maharashtra - 407243",ROC-MUMBAI
U73237MH2009OPC662394,CONSULTANCY INNOVATIONS ENTERPRISES LIMITED,One Person Company,Company limited by shares,Non-govt company,29/08/2009,10910912,24758369,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, MG Road, Borivali, Maharashtra - 548887",ROC-MUMBAI
U95085MH2019PLC525020,IMPORTS REALTY TRADING LIMITED,Public,Company limited by shares,Non-govt company,12/06/2019,12889821,23534864,Dissolved,RETAIL TRADE,"C-303, Park Street, Satellite, Maharashtra - 433052",ROC-MUMBAI
U58971MH2013OPC215898,EDUCATION PHARMA TRADING OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,11/11/2013,18201627,3516081,Under Liquidation,CONSTRUCTION,"A-101, Brigade Road, Borivali, Maharashtra - 479143",ROC-MUMBAI
L49222MH2004PLC878329,CORPORATIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,06/03/2004,38081742,3797589,Under Liquidation,REAL ESTATE ACTIVITIES,"E-505, Brigade Road, Andheri, Maharashtra - 522599",ROC-MUMBAI
